Item Type,SKU,Item Name,QOH,Selling Price,Unit Per Case,Department,Category,Size
Lot Matrix,YNG LGR LT 1/4 BAR,YUENGLING LAGER LIGHT 1/4 BARL,0,71.49,1,BEER DOMESTIC,YUENGLING,B14
Standard,089924200000,YUENGLING LAGER LIGHT 12 OZ CAN LOOSE CASE,16,20.75,1,BEER DOMESTIC,YUENGLING,U16
Standard,089924219897,YUENGLING LIGHT 12 OZ NR LOOSE CASE,4,17.69,1,BEER DOMESTIC,YUENGLING,U16
Standard,089924288916,YUENGLING LIGHT12 OZ CAN LOOSE CASE,12,14.69,1,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,BTCASE,YUENGLING BLACK & TAN 2/12 PK NR CASE CASE,48,25.19,24,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,BT24,YUENGLING BT 2/12 PK CAN CASE,204,22.99,24,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,089924316923,YUENGLING BLACKTAN 16 OZ CAN 4/6 PK CASE,120,24.39,24,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,089924319849,YUENGLING PORTER 2/12 PK NR CASE,96,27.99,24,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,089924802129,YUENGLING BOCK 12OZ NR,0,27.49,24,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,SASA50,SAM ADAMS SUMMER AL 1/2 BARREL,0,183.99,1,BEER DOMESTIC,YUENGLING,B12
Lot Matrix,05032249000218,XINGU BLACK BEER,0,41.89,24,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,ST AMBROSE,ST AMBROOSE OATMEAL STOUT,0,46.89,24,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,05023625005576,HOBGOBLIN DARK ENGLISH ALE,0,35.19,24,BEER DOMESTIC,YUENGLING,U16
Standard,YV66,YUENGLING VARIETY  NR CASE,0,23.89,1,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,YLL46,YUENGLING LAGER LIGHT 16 OZ CAN 4/6 PK CASE,72,24.49,24,BEER DOMESTIC,YUENGLING,U16
Standard,AOC50,ANGRY ORCHARD 1/2 BARREL,0,181.65,1,CIDER,CIDER,B12
Standard,089924293866,YUENGLING BT 12 PACK BOTTLE,-2,13.59,1,BEER DOMESTIC,YUENGLING,U16
Standard,089924278962,YUENGLING LAGER 12 PK NR,23,13.29,1,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,089924230403,YUENGLING LAGER LIGHT12 PK NR,19,13.29,1,BEER DOMESTIC,YUENGLING,U16
Standard,089924266907,YUENGLING BT12 OZ CAN 12 PACK,-2,12.19,1,BEER DOMESTIC,YUENGLING,U16
Standard,089924230502,YUENGLING LAGER LI.CAN12 PK,22,12.29,1,BEER DOMESTIC,YUENGLING,U16
Standard,089924278986,YUENGLING LAGER CAN 12 PACK,23,12.29,1,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,YIPL66,YUENGLING SUMMER WHEAT 2/12 PK  NR CASE,0,26.99,24,BEER DOMESTIC,YUENGLING,U16
Standard,089924853138,YUENGLING  IPL NR 12 PK,-5,14.29,1,BEER DOMESTIC,YUENGLING,U16
Lot Matrix,YO66,YUENGLING OCTOBERFESTNR CASE,0,26.69,24,BEER DOMESTIC,YUENGLING,U16
Standard,YO12,YUENGLING OCTOBERFESTNR 12PK,0,14.39,1,BEER DOMESTIC,YUENGLING,U16
Standard,YO25,YUENGLING OCTOBERFE 1/4 BARREL,0,73.49,1,BEER DOMESTIC,YUENGLING,B14
Lot Matrix,STRAUB 1/2,STRAUB 1/2 BARREL,0,90.89,1,BEER DOMESTIC,STRAUB,B12
Standard,SL50,STRAUB LIGHT  1/2 BARREL,0,90.89,1,BEER DOMESTIC,STRAUB,B12
Lot Matrix,ST50B,SHOCK TOP 1/2 BARREL,0,146.89,1,BEER DOMESTIC,MICRO BREW,B12
Lot Matrix,ST16,SHOCK TOP 1/6 BARREL,0,57.97,1,BEER DOMESTIC,MISC. IMPORTS,B16
Lot Matrix,072890100245,NOT AVAIL,0,33.39,24,BEER IMPORT,AMSTEL,U16
Lot Matrix,072890100160,AMSTEL LIGHT 2/12 PK NR CASE,-24,33.39,24,BEER IMPORT,AMSTEL,U16
Lot Matrix,082488123440,BECKS 12OZ 2/12 PK  NR CASE,84,37.89,24,BEER IMPORT,BECKS,U16
Standard,BCK 1/2 BAR,BECKS 1/2 BARREL,0,132.99,1,BEER IMPORT,BECKS,B12
Lot Matrix,BECKL CASE,NOT AVAIL,0,37.89,24,BEER IMPORT,BECKS,U16
Lot Matrix,082488129305,BECKS OKTOBERFEST 2/12 PK NR CASE,0,40.99,24,BEER IMPORT,BECKS,U16
Standard,082488123006,NOT AVAL,0,19.99,1,BEER IMPORT,BECKS,U16
Lot Matrix,BOC,BECKS OKTOBERFEST 12OZ NR CASE,0,40.99,24,BEER IMPORT,BECKS,U16
Lot Matrix,082488128407,BECKS LIGHT2/12 PK NR CASE,144,37.89,24,BEER IMPORT,BECKS,U16
Lot Matrix,SHAPHIRE,BECKS SHAPHIRE 12OZ NR CASE,0,37.89,24,BEER IMPORT,BECKS,U16
Lot Matrix,018200199844,BECKS SHAPHIRE 2/12 PK NR CASE,0,40.99,24,BEER IMPORT,BECKS,U16
Standard,080660956084,CORONA 12OZ NR LOOSE CASE,40,34.89,1,BEER IMPORT,CORONA,U16
Standard,080660954097,CORONA  7OZ NR LOOSE CASE,28,26.99,1,BEER IMPORT,CORONA,U8
Lot Matrix,C24,CORONA  2/12 PK CAN CASE,156,37.19,24,BEER IMPORT,CORONA,U16
Standard,080660956398,CORONA LIGHT NR LOOSE CASE,13,34.89,1,BEER IMPORT,CORONA,U16
Lot Matrix,080660957883,NOT AVAIL,0,37.19,24,BEER IMPORT,CORONA,U16
Standard,ME66,NOT AVAIL,0,40.19,1,BEER IMPORT,CORONA,U16
Lot Matrix,080660953199,PACIFICO 2/12 PK NR CASE,48,37.19,24,BEER IMPORT,CORONA,U16
Standard,080660957104,MODELO ESPECIAL12 OZ CAN LOOSE CASE,8,28.69,1,BEER IMPORT,CORONA,U16
Lot Matrix,COL24,CORONA LIGHT 2/12 PK CAN CASE,288,37.19,24,BEER IMPORT,CORONA,U16
Standard,080660953151,PACIFICO NR 12 PACK,0,17.99,1,BEER IMPORT,CORONA,U16
Lot Matrix,080660956152,CORONA 2/12 PK NR CASE,252,36.89,24,BEER IMPORT,CORONA,U16
Standard,080660956954,NOT AVAL,0,17.69,2,General,,U16
Standard,080660956213,NOT AVAL,0,17.69,1,General,,U16
Lot Matrix,080660956756,CORONA LIGHT 2/12 NR CASE,120,36.89,24,BEER IMPORT,CORONA,U16
Lot Matrix,080660957579,MODELO ESPECIAL 2/12 PK NR CASE,192,37.19,24,BEER IMPORT,CORONA,U16
Lot Matrix,072311931403,DOS ESQUIS AMBER 2/12 PK NR CASE,48,31.89,24,BEER IMPORT,DOS EQUIS,U16
Lot Matrix,072311930123,DOS ESQUIS LAGER 2/12 PK NR CASE,264,31.89,24,BEER IMPORT,DOS EQUIS,U16
Lot Matrix,DSLCAN,DOS ESQUIS SL CAN CASE,0,28.99,24,BEER IMPORT,DOS EQUIS,U16
Standard,072311331401,NOT AVAL,0,15.59,1,General,,U16
Standard,072311230124,NOT AVAL,0,15.59,1,General,,U16
Standard,072311412131,NOT AVAL,0,15.49,1,General,,U16
Lot Matrix,070897011243,FOSTERS LAGER 12OZ NR,0,28.59,24,BEER IMPORT,FOSTERS,U16
Standard,070897013247,FOSTERS LAGER 24 PACK CAN,0,24.99,1,BEER IMPORT,FOSTERS,U16
Lot Matrix,070897183353,FOSTERS LAGER OIL CANS PREMIER,0,21.59,24,BEER IMPORT,FOSTERS,U16
Lot Matrix,083820883558,GUINNESS  STOUT 12OZ NR 4/6 PK CASE,108,37.89,24,BEER IMPORT,GUINNESS,U16
Lot Matrix,083820123654,GUINNESS DRAUGHT 6/4 PK 16 OZ CAN CASE ,268,43.49,24,BEER IMPORT,GUINNESS,U16
Lot Matrix,083820103014,GUINNESS DRAUGHT2/12 PK  NR CASE,168,37.99,24,BEER IMPORT,GUINNESS,U16
Lot Matrix,083820181333,GUINNESS BLONDE  2/12 PK NR CASE,84,37.29,24,BEER IMPORT,GUINNESS,U16
Lot Matrix,083820124231,NOT AVAIL,0,43.49,24,BEER IMPORT,GUINNESS,U16
Standard,083820104035,NOT AVAL,0,19.99,1,General,,U16
Standard,083820181548,NOT AVAL,0,19.99,1,General,,U16
Lot Matrix,087692003564,SAM ADAMS NITRO IPA 14.9OZ CAN,0,43.49,24,BEER IMPORT,GUINNESS,U16
Lot Matrix,087692003519,SAM ADAMS NITRO WHIT14.9OZ CAN,0,43.49,24,BEER IMPORT,GUINNESS,U16
Lot Matrix,087692003540,SAM ADAMS NITRO COFFEE ST CAN,0,33.39,24,BEER IMPORT,GUINNESS,U16
Lot Matrix,072890000316,NOT AVAIL,0,34.79,24,BEER IMPORT,HEINEKEN,U16
Standard,072890000439,HEINEKEN 7OZ NR CASE,11,24.59,1,BEER IMPORT,HEINEKEN,U8
Standard,HNK 1/2 BAR,HEINEKEN 1/2 BARREL,0,135.99,1,BEER IMPORT,HEINEKEN,B12
Lot Matrix,072890000279,HEINEKEN 2/12 PK CAN CASE,168,33.39,24,BEER IMPORT,HEINEKEN,U16
Lot Matrix,HEL66,HEINEKEN LIGHT 2/12 PK NR CASE,180,34.79,24,BEER IMPORT,HEINEKEN,U16
Standard,072890001740,HEINEKEN 5 LITER CAN,0,21.99,1,BEER IMPORT,HEINEKEN,U00
Lot Matrix,072890001894,HEINEKEN LIGHT 2/12 PK CAN CASE,144,33.39,24,BEER IMPORT,HEINEKEN,U16
Standard,072890001948,HEINEKEN LIGHT 5 LITER CAN,0,21.99,1,BEER IMPORT,HEINEKEN,U00
Lot Matrix,072890004369,HEINEKEN VARIETY  12OZ NR,0,33.39,24,BEER IMPORT,HEINEKEN,U16
Standard,072890004413,HEINEKEN 5 LITER CAN GIFT PACK,0,23.89,1,BEER IMPORT,HEINEKEN,U00
Lot Matrix,072890001597,NOT AVAL,0,17.69,2,General,,U16
Lot Matrix,072890000163,HEINEKEN  2/12 PK NR CASE,288,34.79,24,BEER IMPORT,HEINEKEN,U16
Lot Matrix,072890000200,NOT AVAL,0,17.69,2,General,,U16
Lot Matrix,072890001887,NOT AVAL,0,17.69,1,BEER IMPORT,HEINEKEN,U16
Standard,062067051098,LABATTS BLUE 12OZ 28 PK LOOSE NR CASE,25,28.69,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,LABA 1/2BAR,LABATTS BLUE 1/2BARREL,0,116.77,1,BEER IMPORT,LA BATTA BLUE,B12
Standard,LABA 1/4BAR,LABATTS BLUE 1/4 BARREL,0,69.99,1,BEER IMPORT,LA BATTA BLUE,B14
Standard,062067049095,LABATTS LIGHT 28 PK LOOSE 12OZ NR,312,28.69,24,BEER IMPORT,LA BATTA BLUE,U16
Standard,LABA LT 1/2BAR,LABATTS LIGHT 1/2 BARREL,0,105.79,1,BEER IMPORT,LA BATTA BLUE,B12
Lot Matrix,062067049538,LABATTS LIGHT 16 OZ CAN 4/6 PK CASE,114,22.99,24,BEER IMPORT,LA BATTA BLUE,U16
Lot Matrix,062067051531,LABATTS BLUE  16 OZ CAN 4/6 PK CASE,78,22.99,24,BEER IMPORT,LA BATTA BLUE,U16
Standard,062067051463,LABATTS BLUE 30 PK,7,29.59,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,062067049460,LABATTS LIGHT 30 PK,13,29.59,1,BEER IMPORT,LA BATTA BLUE,U16
Lot Matrix,062067380631,LABATTS ICE BIG CAN 12 PK,36,12.69,12,BEER IMPORT,LA BATTA BLUE,U32
Lot Matrix,070310009949,LABATTS ICE 16 OZ CAN,0,18.49,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,062067380464,LABATTS ICE 30 PK,16,18.79,1,BEER IMPORT,LA BATTA BLUE,U16
Standard,070310012765,LABATTS EXTRA LIGHT 30 PK,0,29.59,1,BEER IMPORT,LA BATTA BLUE,U16
Lot Matrix,LEL66,LABATTS EXTRA LIGHTNR CASE,24,28.69,24,BEER IMPORT,LA BATTA BLUE,U16
Standard,070310012727,NOT AVAL,0,15.39,1,BEER IMPORT,LA BATTA BLUE,U16
Lot Matrix,062067051555,LABATTS BLUE 12OZ NR 12 PK,4,17.19,1,BEER IMPORT,LA BATTA BLUE,U16
Lot Matrix,NBACASE,NEWCASTLE BROWN ALE 2/12 PK NR CASE,144,39.49,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,NWCST 1/2 BAR,NEWCASTLE BROWN ALE 1/2 BARREL,0,134.61,1,BEER IMPORT,MISC. IMPORTS,B12
Lot Matrix,072311330015,PILSNER URQUELL 12OZ NR 4/6 PK  CASE,106,40.29,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,087975083504,SAPPORO 12OZ NR 4/6 PK CASE,42,36.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,033544944097,TSING TAO 12OZ NR,0,38.19,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,083741110146,NOT AVAIL,0,39.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,083820138931,RED STRIPE 2/12 PK NR CASE,84,35.15,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,083820234664,HARP LAGER 2/12 PK 12 OZ NR CASE,-12,37.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,HARP 1/2BAR,HARP LAGER 1/2 BARREL,0,152.29,1,BEER IMPORT,MISC. IMPORTS,B12
Lot Matrix,072311930215,SOL 2/12 PK NR CASE,108,26.79,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,038766301222,ASAHI DISC.,0,72.67,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,MORT LGR NR,BIRRA MORETTI LAGER 4 /6 PK NR CASE,54,39.89,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,083820071535,SMITHWICKS 2/12 PK NR CASE,60,39.39,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,MCEWAN SCOT NR,MCEWAN SCOTTISH ALE 12OZ NR,0,45.99,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,MCEWAN IPA NR,MCEWAN IPA 12OZ NR,0,35.99,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,MURPHY IRISH 16/CAN,MURPHY IRISH STOUT CAN CASE,0,44.59,20,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,181954000039,PERONI 4/6 PK NR CASE,168,39.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,851621000234,KRONENBOURG 1664 LAGER 4/6 PK NR CASE,12,42.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,087600100248,ELEPHANT MALT 12OZ NR 4/6/PK CASE,150,42.49,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,087600100361,CARLSBERG2/12 PK NR CASEDISC 4/27/17,0,39.59,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,009439001022,FULLER ESB 12OZ NR,0,41.89,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,009439001039,FULLER LONDON PRIDE ALE 12OZ N,0,41.89,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,BM50,BLUE MOON 1/2 BARREL,0,167.09,1,BEER IMPORT,MISC. IMPORTS,B12
Standard,798713110351,CARIB no longer avail. disc.,0,38.89,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,GFT66,GROLSCH  FLIP TOP6/4 PK NR CASE,12,55.48,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,PALM66,PALM 4/6 PK NR CASE,72,42.29,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,089826230112,DOS ESQUIS BEERS OF MEXICO 2/12 PK NR CASE,252,31.89,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,049483262017,HACKER PSHOR DISC,0,36.69,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,S22OZ,SAPPORO 22OZ CAN,10,37.79,12,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,088345101521,STRONGBOW GOLD APPLE 4/6 PK NR  CASE,72,39.99,24,CIDER,CIDER,U16
Lot Matrix,SBH66,STRONGBOW HONEY4/6 PK NR CASE,60,39.99,24,CIDER,CIDER,U16
Lot Matrix,080660958804,VICTORIA 12OZ NR 4/6 PK CASE,36,35.19,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,SVCASE,STRONGBOW VARIETY 2/12 PK NR CASE,84,39.99,24,CIDER,CIDER,U16
Lot Matrix,083741100123,GROLSCH 2/12 PK NR CASE,96,39.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,062067051425,LABATTS BLUE 12 PACK CANS,6,12.99,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,088345101682,STRONGBOW VARIETY 12 PACK,-2,21.69,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,072311230216,SOL NR 12 PACK,0,14.39,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,089826230105,NOT AVAL,-2,17.09,1,General,,U16
Lot Matrix,BOM24,BEERS OF MEXICO CAN CASE,0,29.29,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,089826230167,BEERS OF MEXICO CAN 12 PACK,-1,15.69,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,NV66,NEWCASTLE VARIETY NR CASE,0,39.49,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,088345101224,NOT AVAL,0,20.75,1,General,,U16
Standard,088345100531,NOT AVAL,0,20.75,1,General,,U16
Lot Matrix,HOF66,HOFBRAU ORIGINAL4/6  NR CASE,84,45.39,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,815833002073,CZECHVAR 12 OZ NR CASE,0,41.99,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,V24,VICTORIA 12OZ CAN 2/12 PK  CASE,72,27.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,033544950067,VICTORIA 12OZ CAN 12 PACK,0,14.49,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,083820234121,NOT AVAL,0,19.99,1,General,,U16
Standard,083820199024,SMITHWICKS 12OZ NR 12 PK,10,20.69,2,BEER IMPORT,MISC. IMPORTS,U16
Standard,083820138948,RED STRIPE 12OZ NR 12 PK,0,17.99,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,088345101422,MURPHY IRISH STOUT2/10 PK CAN CASE,50,44.59,20,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,088345101828,STRONGBOW CHERRY BLOSSOM4/6 PK NR CASE,108,39.99,24,CIDER,CIDER,U16
Standard,BALTICA,BALTIKA  12OZ NR,0,38.39,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,SMITHCAN,SMITH  FORGE CIDER 2/12 PK CAN  CASE,0,39.59,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,071990096847,SMITH  FORGE CIDER2/12 PK NR CASE,0,40.69,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,071990096878,SMITH  FORGE CIDER CAN 12 PK,0,20.49,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,087600100187,NOT AVAL,0,20.19,1,General,,U16
Lot Matrix,089826500024,TECATE 2/12 PK NR CASE,0,34.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,234567890,AUGUSTINERBRAU LIGHT 12 OZ NR 4/6 PK CASE,78,52.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,BIT66,BITBURGER 12OZ NR CASE,0,48.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,LF66,LINDEMANS FRAMBOISE RASP. CASE,24,127.69,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,675747004095,HOFBRAU MIXPACK  12 NR CASE,0,42.19,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,080157111378,PAULANER VARIETY,0,41.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,085725415032,SAM SMITH NUT BROWN ALE 6/4 PK CASE,24,60.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,10085725115045,SAM SMITH OATMEAL STOUT 6/4 PK NR CASE,8,60.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,10085725115304,SAM SMITH ORG. CIDER 6/4 PK NR CASE,0,71.89,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,0110085725115113,SAM SMITH WINTER WELCOME,0,66.29,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,089826901944,TECATE 2/12 PK CAN CASE,84,20.29,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,042572040244,SCHOFFERHOFER GRAPE FRUIT4/6 PK NR,54,39.89,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,085725208047,LINDEMANS FRAMBOISE RASP 2/12 PK NR CASE,0,127.69,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,PO66,PAULANER OCTOBER NR CASE,0,41.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,080157030440,PAULANER OCTOBER NR 12 PK,0,21.99,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,6871515120731,PHIL. COFFEE JOE POR.NR CASE,0,39.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,687151512073,PHIL. COFFEE JOE POR.NR 12PK,1,20.99,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,PV12,PHIL. VARIETY NR 12PK,0,20.99,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,PHILV66,PHIL. VARIETY NR CASE,0,39.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,020507000396,NOT AVAL,0,25.49,1,General,,U16
Lot Matrix,STPG66,ST PAULI GIRL 2/12 PK NR CASE,192,32.89,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,762274070317,BASS ALE 2/12 PK NR CASE,96,39.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,BASS 1/2BAR,BASS ALE 1/2 BARREL,0,174.68,1,BEER IMPORT,MISC. IMPORTS,B12
Lot Matrix,719057001808,PRESIDENTE 2/12 PK NR CASE,72,33.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,786150000144,STELLA ARTOIS NR 12 PACK,-55,19.49,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,786150000359,HOEGAARDEN2/12 PK NR CASE,168,40.49,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,821820000052,LOWENBRAU  12 OZ NR,0,34.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,762274202923,BODDINGTONS PUB ALE 6/4 PK 16OZ CAN CASE,120,43.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,SPATENNR,SPATEN LAGER 2/12 PK NR CASE,132,42.29,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,SPATEN LAGER 1/2BAR,SPATEN LAGER 1/2 BARREL,0,198.73,1,BEER IMPORT,MISC. IMPORTS,B12
Lot Matrix,088394000141,FRANZISKANER 2/12 PK NR CASE,84,41.49,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,ST50,STELLA 1/2 BARREL,0,199.99,1,BEER IMPORT,MISC. IMPORTS,B12
Lot Matrix,702770058044,WIDMER  UPHEAVEL 12 OZ NR,0,41.89,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,088394000394,SPATEN OPTIMATOR 12OZ NR,0,39.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,702770008025,WIDMER  VARIETY,0,41.89,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,018200960017,STELLA ARTOIS CIDRE2/12 PK NR CASE,72,42.59,24,CIDER,CIDER,U16
Lot Matrix,018200960635,BEST OF BELGIUM 2/12 PK NR  CASE,48,38.19,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,719057001563,PRESIDENTE 12OZ NR 12 PACK,0,17.99,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,088394000288,SPATEN LAGER 12OZ NR 12 PACK,-2,22.19,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,088394000134,FRANZISKANER 12 OZ NR 12 PACK,-2,21.79,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,ST66,STELLA ARTOIS2/12 PK NR CASE,444,36.89,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,018200239977,STELLA ARTOIS CIDER NR 12 PACK,-8,19.49,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,786150000519,HOEGAARDEN 12OZ NR 12 PACK,-7,21.29,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,018200209826,BEST OF BELGIUM NR 12 PACK,-26,20.09,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,080660959375,ST PAULI GIRL NR 12 PK,-3,17.49,1,BEER IMPORT,MISC. IMPORTS,U16
Standard,786150000168,STELLA ARTOIS 11.2 CAN 12 PK,-6,19.49,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,ST11.2,STELLA ARTOIS 2/12 PK CAN CASE,144,36.99,24,BEER IMPORT,MISC. IMPORTS,U16
Standard,762274075312,BASS ALE 12OZ NR 12 PK,-1,21.00,1,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,071610400085,WEIHENSTEPHAN HEFE WEISS 4/6 PK NR,24,49.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,752245122534,WEIHENSTEPHAN ORIGINAL 4/6 PK NR CASE,6,51.99,24,BEER IMPORT,MISC. IMPORTS,U16
Lot Matrix,068213021151,MOLSON GOLDEN 2/12 PK NR CASE,684,26.39,24,BEER IMPORT,MOLSON,U16
Standard,MCL50,MOLSON CANADIAN 1/2 BARREL,0,122.19,1,BEER IMPORT,MOLSON,B12
Standard,MLSGLD 1/4BAR,MOLSON GOLDEN 1/4 BARREL,0,66.59,1,BEER IMPORT,MOLSON,B14
Lot Matrix,068213091154,MOLSON ICE 12OZ NR LOOSE CASE,51,26.39,1,BEER IMPORT,MOLSON,U16
Standard,MLSICE 1/2 BAR,MOLSON ICE 1/2 BARREL,0,131.65,1,BEER IMPORT,MOLSON,B12
Lot Matrix,068213051158,MOLSON CANADIAN LIGHT  2/12 PK NR CASE,3,26.39,1,BEER IMPORT,MOLSON,U16
Lot Matrix,068213113269,MOLSON XXX 4/6PK NR CASE,96,31.99,24,BEER IMPORT,MOLSON,U16
Lot Matrix,068213031150,MOLSON CANADIAN LAGER 2/12 PK NR CASE,-24,26.39,24,BEER IMPORT,MOLSON,U16
Standard,MLSLGR 1/4BRL,MOLSON CANADIAN LAGER 1/4BAREL,0,71.15,1,BEER IMPORT,MOLSON,B14
Standard,068213034182,MOLSON CANADIAN 12 OZ CAN LOOSE CASE,10,24.29,1,BEER IMPORT,MOLSON,U16
Standard,068213094186,MOLSON  ICE 12 OZ CAN LOOSE CASE,12,24.29,1,BEER IMPORT,MOLSON,U16
Standard,9524,MOLSON GOLDEN 12 OZ CAN LOOSE CASE,11,24.29,1,BEER IMPORT,MOLSON,U16
Lot Matrix,072311330770,NOT AVAIL,-96,29.69,24,BEER IMPORT,MOOSEHEAD,U16
Lot Matrix,076029700801,NOT AVAIL,0,23.89,24,BEER IMPORT,MOOSEHEAD,U16
Lot Matrix,776029700817,MOOSEHEAD 2/12 PK CAN CASE,144,23.89,24,BEER IMPORT,MOOSEHEAD,U16
Lot Matrix,MOOL66,MOOSEHEAD LIGHT2 12 PK NR CASE,108,29.69,24,BEER IMPORT,MOOSEHEAD,U16
